train_recall,train_precision,test_recall,test_precision,algorithm,hyperparameters,validation_test_f1_score,validation_train_f1_score
0.9798125114050612,0.9800206685506296,0.5541496598639455,0.5069973135012973,Random_Forest,min_samples_split: 2n_estimators: 10criterion: entropybootstrap: True,0.5295258731930158,0.9799165789234868
1.0,1.0,0.5706666666666667,0.5318731045784487,Random_Forest,min_samples_split: 2n_estimators: 10criterion: entropybootstrap: False,0.5505873975623796,1.0
0.9822402156953446,0.9824630852623124,0.5597823129251701,0.5170268589634123,Random_Forest,min_samples_split: 2n_estimators: 10criterion: ginibootstrap: True,0.537555768488423,0.9823516378380281
1.0,1.0,0.5434829931972788,0.5155360987759657,Random_Forest,min_samples_split: 2n_estimators: 10criterion: ginibootstrap: False,0.5291407948877441,1.0
0.9888392370880564,0.9889154121556452,0.5760544217687075,0.5255269428153836,Random_Forest,min_samples_split: 2n_estimators: 11criterion: entropybootstrap: True,0.549631881766066,0.9888773231548739
1.0,1.0,0.5665578231292517,0.5370720075601901,Random_Forest,min_samples_split: 2n_estimators: 11criterion: entropybootstrap: False,0.5514210272422085,1.0
0.9859273216460634,0.9860830315884218,0.5501496598639455,0.5028000865421951,Random_Forest,min_samples_split: 2n_estimators: 11criterion: ginibootstrap: True,0.5254102534995165,0.986005170469814
1.0,1.0,0.5557006802721087,0.5292568482830822,Random_Forest,min_samples_split: 2n_estimators: 11criterion: ginibootstrap: False,0.5421565045430623,1.0
0.9879661575588856,0.9880733830829984,0.5487891156462585,0.4976766106378226,Random_Forest,min_samples_split: 2n_estimators: 12criterion: entropybootstrap: True,0.5219846196006519,0.9880197674117611
1.0,1.0,0.5542312925170069,0.5292785849916011,Random_Forest,min_samples_split: 2n_estimators: 12criterion: entropybootstrap: False,0.5414676143718627,1.0
0.9869951890092696,0.9871156822552494,0.5502312925170068,0.5049098389388533,Random_Forest,min_samples_split: 2n_estimators: 12criterion: ginibootstrap: True,0.526597220033595,0.9870554319550034
1.0,1.0,0.5543129251700679,0.5265779548314165,Random_Forest,min_samples_split: 2n_estimators: 12criterion: ginibootstrap: False,0.5400896091791866,1.0
0.9899066800768968,0.9899747560321556,0.5488163265306122,0.5069189788799382,Random_Forest,min_samples_split: 2n_estimators: 13criterion: entropybootstrap: True,0.5270362948207916,0.9899407168841694
1.0,1.0,0.5570068027210885,0.5276734398985874,Random_Forest,min_samples_split: 2n_estimators: 13criterion: entropybootstrap: False,0.5419434854439543,1.0
0.9893245799047422,0.9893767207237266,0.5651428571428572,0.5197185536601233,Random_Forest,min_samples_split: 2n_estimators: 13criterion: ginibootstrap: True,0.5414797234021561,0.9893506496272523
1.0,1.0,0.5462040816326531,0.5104485715020939,Random_Forest,min_samples_split: 2n_estimators: 13criterion: ginibootstrap: False,0.527721370671553,1.0
0.9899065386187744,0.9900034336164942,0.5787755102040817,0.5471208421272313,Random_Forest,min_samples_split: 2n_estimators: 14criterion: entropybootstrap: True,0.5625031893740301,0.9899549837466577
1.0,1.0,0.5665034013605441,0.5211565506239644,Random_Forest,min_samples_split: 2n_estimators: 14criterion: entropybootstrap: False,0.5428846727897351,1.0
0.9920419904289436,0.9920912140486488,0.5733061224489796,0.5235561591736058,Random_Forest,min_samples_split: 2n_estimators: 14criterion: ginibootstrap: True,0.5473028957766289,0.9920666016282109
1.0,1.0,0.5610884353741497,0.5220774756310819,Random_Forest,min_samples_split: 2n_estimators: 14criterion: ginibootstrap: False,0.5408804523289963,1.0
0.9668089735374292,0.9671182625232744,0.5719455782312924,0.5460758261344272,Random_Forest,min_samples_split: 3n_estimators: 10criterion: entropybootstrap: True,0.5587114037656112,0.9669635932983777
1.0,1.0,0.5747210884353743,0.5502392028329185,Random_Forest,min_samples_split: 3n_estimators: 10criterion: entropybootstrap: False,0.5622137527990819,1.0
0.9671984077473784,0.9673861241560296,0.5501768707482992,0.5083662245111601,Random_Forest,min_samples_split: 3n_estimators: 10criterion: ginibootstrap: True,0.5284458230340113,0.9672922568444643
1.0,1.0,0.5610884353741497,0.5256522890015921,Random_Forest,min_samples_split: 3n_estimators: 10criterion: ginibootstrap: False,0.5427926160697898,1.0
0.9716612700393112,0.9719339976312791,0.5569523809523809,0.5218387846639359,Random_Forest,min_samples_split: 3n_estimators: 11criterion: entropybootstrap: True,0.5388241262169268,0.9717976147005657
1.0,1.0,0.5515374149659864,0.5277114245528305,Random_Forest,min_samples_split: 3n_estimators: 11criterion: entropybootstrap: False,0.5393614230350289,1.0
0.9749616294843992,0.9751938276185164,0.5597278911564627,0.5240172545516029,Random_Forest,min_samples_split: 3n_estimators: 11criterion: ginibootstrap: True,0.5412842197842291,0.9750777147279512
1.0,1.0,0.5597551020408162,0.5330345541222729,Random_Forest,min_samples_split: 3n_estimators: 11criterion: ginibootstrap: False,0.5460681468776,1.0
0.9754462650104749,0.975648158602396,0.5718639455782313,0.5460729966297619,Random_Forest,min_samples_split: 3n_estimators: 12criterion: entropybootstrap: True,0.5586709708503826,0.9755472013607538
1.0,1.0,0.5637823129251701,0.5393316455644906,Random_Forest,min_samples_split: 3n_estimators: 12criterion: entropybootstrap: False,0.5512860031005338,1.0
0.9778719888870498,0.978017058465394,0.5610884353741497,0.5246816697264299,Random_Forest,min_samples_split: 3n_estimators: 12criterion: ginibootstrap: True,0.5422746781355304,0.9779445182962689
1.0,1.0,0.5597551020408162,0.5439957897893233,Random_Forest,min_samples_split: 3n_estimators: 12criterion: ginibootstrap: False,0.5517629404917545,1.0
0.9781638169927984,0.9783130306662076,0.5597551020408164,0.5292478842805102,Random_Forest,min_samples_split: 3n_estimators: 13criterion: entropybootstrap: True,0.5440741801288511,0.9782384181394994
1.0,1.0,0.5651428571428572,0.5416231551793428,Random_Forest,min_samples_split: 3n_estimators: 13criterion: entropybootstrap: False,0.5531330995077091,1.0
0.9760283651826296,0.9762719661202308,0.5651700680272108,0.5330844709915511,Random_Forest,min_samples_split: 3n_estimators: 13criterion: ginibootstrap: True,0.5486585778260966,0.9761501504536105
1.0,1.0,0.5488707482993197,0.5156443210788608,Random_Forest,min_samples_split: 3n_estimators: 13criterion: ginibootstrap: False,0.5317389908480522,1.0
0.9820452864031868,0.9821888889488392,0.5760272108843537,0.5422102480802803,Random_Forest,min_samples_split: 3n_estimators: 14criterion: entropybootstrap: True,0.5586073948976434,0.9821170824267175
1.0,1.0,0.5637823129251701,0.5349197900556218,Random_Forest,min_samples_split: 3n_estimators: 14criterion: entropybootstrap: False,0.5489719472618089,1.0
0.9788426745204216,0.9789786405610684,0.5542857142857144,0.5169185032348315,Random_Forest,min_samples_split: 3n_estimators: 14criterion: ginibootstrap: True,0.5349503616709304,0.9789106528194856
1.0,1.0,0.5528979591836735,0.5331750882790731,Random_Forest,min_samples_split: 3n_estimators: 14criterion: ginibootstrap: False,0.542857442021525,1.0
0.9467189495885692,0.9473546079231736,0.5637278911564627,0.5221337563290211,Random_Forest,min_samples_split: 4n_estimators: 10criterion: entropybootstrap: True,0.5421341881602764,0.9470366720911866
0.9995147986414364,0.9995171924242298,0.5651428571428572,0.5362840704180708,Random_Forest,min_samples_split: 4n_estimators: 10criterion: entropybootstrap: False,0.5503353953174607,0.9995159955313999
0.9464293848127734,0.9468894840298,0.5637823129251701,0.5324264005246417,Random_Forest,min_samples_split: 4n_estimators: 10criterion: ginibootstrap: True,0.5476559050612736,0.9466593785164698
0.9995147986414364,0.9995163638071088,0.5610612244897959,0.539356998498998,Random_Forest,min_samples_split: 4n_estimators: 10criterion: ginibootstrap: False,0.5499950685896091,0.9995155812236599
0.9494370674033804,0.9498934047378932,0.5719455782312924,0.5323658534404873,Random_Forest,min_samples_split: 4n_estimators: 11criterion: entropybootstrap: True,0.5514464256077952,0.9496651812503288
0.9999029597282872,0.9999042535985768,0.5610340136054421,0.5262229229034142,Random_Forest,min_samples_split: 4n_estimators: 11criterion: entropybootstrap: False,0.5430711887397277,0.9999036066630134
0.9528351744107916,0.9533444305989026,0.5691972789115646,0.5320400528298762,Random_Forest,min_samples_split: 4n_estimators: 11criterion: ginibootstrap: True,0.5499917985232875,0.9530897344782392
0.9995147986414362,0.9995169858472284,0.5421496598639456,0.5111367613352541,Random_Forest,min_samples_split: 4n_estimators: 11criterion: ginibootstrap: False,0.5261866396917285,0.9995158922431356
0.9559393314406236,0.9564302332260436,0.5597551020408162,0.5190592145383891,Random_Forest,min_samples_split: 4n_estimators: 12criterion: entropybootstrap: True,0.5386395770505709,0.9561847193265364
0.9999029597282872,0.9999041013785428,0.5692244897959184,0.5447438288061974,Random_Forest,min_samples_split: 4n_estimators: 12criterion: entropybootstrap: False,0.5567151647737963,0.9999035305530892
0.9544841517392983,0.955039772424725,0.5692244897959183,0.5408128661570041,Random_Forest,min_samples_split: 4n_estimators: 12criterion: ginibootstrap: True,0.5546550774392944,0.9547618812465892
0.9999029597282872,0.9999032727614218,0.5747482993197279,0.5508407149545546,Random_Forest,min_samples_split: 4n_estimators: 12criterion: ginibootstrap: False,0.5625406078084656,0.99990311624483
0.9568121280535504,0.95721223139695,0.5624217687074828,0.5300291344731188,Random_Forest,min_samples_split: 4n_estimators: 13criterion: entropybootstrap: True,0.5457452090688353,0.9570121379068991
0.9999029597282872,0.9999042365739677,0.573360544217687,0.5512763082489572,Random_Forest,min_samples_split: 4n_estimators: 13criterion: entropybootstrap: False,0.5621015946946558,0.9999035981507197
0.9555503216050404,0.9561107633906438,0.5637823129251701,0.5371334694311121,Random_Forest,min_samples_split: 4n_estimators: 13criterion: ginibootstrap: True,0.550135359304699,0.9558304603454675
0.9999029597282872,0.9999032727614218,0.5543401360544217,0.5243456801503226,Random_Forest,min_samples_split: 4n_estimators: 13criterion: ginibootstrap: False,0.5389258879786866,0.99990311624483
0.9622475149344412,0.9626192413182452,0.5570612244897959,0.520350521473613,Random_Forest,min_samples_split: 4n_estimators: 14criterion: entropybootstrap: True,0.5380804501937166,0.9624333422328185
0.9999029597282872,0.9999032727614218,0.5651700680272109,0.5403309079724721,Random_Forest,min_samples_split: 4n_estimators: 14criterion: entropybootstrap: False,0.5524714362913312,0.99990311624483
0.9627335650417372,0.9631901311751496,0.5678639455782314,0.5301505044984942,Random_Forest,min_samples_split: 4n_estimators: 14criterion: ginibootstrap: True,0.5483595543096326,0.96296179399087
1.0,1.0,0.5664217687074831,0.5331891950920562,Random_Forest,min_samples_split: 4n_estimators: 14criterion: ginibootstrap: False,0.5493033024992985,1.0
0.9192541479057832,0.9202969255004017,0.5664761904761906,0.5341888171441183,Random_Forest,min_samples_split: 5n_estimators: 10criterion: entropybootstrap: True,0.5498589380705937,0.919775241145897
0.9972827309339206,0.9972984234168744,0.5868571428571429,0.5569149121495284,Random_Forest,min_samples_split: 5n_estimators: 10criterion: entropybootstrap: False,0.5714941062390315,0.9972905771136666
0.9244944640363943,0.925602446300092,0.5529795918367347,0.5156636508453414,Random_Forest,min_samples_split: 5n_estimators: 10criterion: ginibootstrap: True,0.5336701038857935,0.9250481233951643
0.997670326188284,0.9976823006687014,0.5434829931972789,0.5005043697376153,Random_Forest,min_samples_split: 5n_estimators: 10criterion: ginibootstrap: False,0.5211090145930825,0.9976763133925622
0.9254665642509864,0.9265106875136556,0.5557278911564626,0.5108796544561286,Random_Forest,min_samples_split: 5n_estimators: 11criterion: entropybootstrap: True,0.5323608935141873,0.9259883315500373
0.9982532751091704,0.9982693238794941,0.5842176870748299,0.5572151593850221,Random_Forest,min_samples_split: 5n_estimators: 11criterion: entropybootstrap: False,0.5703970279611197,0.9982612994298292
0.9278921466694392,0.9290093742493224,0.5664761904761905,0.5308713460373298,Random_Forest,min_samples_split: 5n_estimators: 11criterion: ginibootstrap: True,0.5480961458967814,0.9284504243625411
0.9976710334788941,0.9976840323431452,0.5584217687074828,0.5167515029452769,Random_Forest,min_samples_split: 5n_estimators: 11criterion: ginibootstrap: False,0.5367791329361604,0.9976775328686786
0.9319672722488872,0.9326543111542142,0.5610612244897959,0.5253687132219786,Random_Forest,min_samples_split: 5n_estimators: 12criterion: entropybootstrap: True,0.5426286653509937,0.9323106651282926
0.9978649725641974,0.9978756331528676,0.5516190476190476,0.5095003559246497,Random_Forest,min_samples_split: 5n_estimators: 12criterion: entropybootstrap: False,0.5297237995236551,0.9978703028300598
0.9314836269296656,0.9323448460228988,0.5638367346938776,0.533685788224198,Random_Forest,min_samples_split: 5n_estimators: 12criterion: ginibootstrap: True,0.5483471106994705,0.9319140375045588
0.9989325570111596,0.9989387392336841,0.5638367346938776,0.53237104955841,Random_Forest,min_samples_split: 5n_estimators: 12criterion: ginibootstrap: False,0.5476522946483354,0.9989356481128566
0.9321617771666786,0.9329304032372188,0.5746394557823129,0.5308382862787031,Random_Forest,min_samples_split: 5n_estimators: 13criterion: entropybootstrap: True,0.5518711274401635,0.9325459318220995
0.9986414361960214,0.9986491620319042,0.5596734693877551,0.5287819295090782,Random_Forest,min_samples_split: 5n_estimators: 13criterion: entropybootstrap: False,0.5437893318143165,0.9986452990990204
0.934103148433422,0.9350325584848777,0.5556734693877552,0.5192370397860889,Random_Forest,min_samples_split: 5n_estimators: 13criterion: ginibootstrap: True,0.5368377085722602,0.9345676223889711
0.9984472141944738,0.9984525291763072,0.5652244897959183,0.5347680718810641,Random_Forest,min_samples_split: 5n_estimators: 13criterion: ginibootstrap: False,0.5495746446272471,0.9984498716783173
0.9386638997458,0.9394698404668771,0.5746122448979591,0.5297101053190016,Random_Forest,min_samples_split: 5n_estimators: 14criterion: entropybootstrap: True,0.5512483066247572,0.939066697184562
0.998738335009612,0.9987443668733936,0.5801632653061224,0.5520788407221722,Random_Forest,min_samples_split: 5n_estimators: 14criterion: entropybootstrap: False,0.5657727463666502,0.9987413509323955
0.9395382523980691,0.9404509888855952,0.573387755102041,0.5413383593878592,Random_Forest,min_samples_split: 5n_estimators: 14criterion: ginibootstrap: True,0.5569023325197047,0.9399943990746346
0.9983503153808828,0.998359715959533,0.5733605442176871,0.5452768762698602,Random_Forest,min_samples_split: 5n_estimators: 14criterion: ginibootstrap: False,0.5589661865435295,0.9983550156480788
0.8991666702031196,0.9010672341464088,0.5542040816326531,0.5351398137226033,Random_Forest,min_samples_split: 6n_estimators: 10criterion: entropybootstrap: True,0.5445051287729206,0.9001159489319929
0.9918483342598842,0.991890790819734,0.5487891156462585,0.5056600378994637,Random_Forest,min_samples_split: 6n_estimators: 10criterion: entropybootstrap: False,0.5263425440351828,0.9918695620854753
0.8969317733331638,0.8980303643425492,0.5623673469387754,0.5268248365057753,Random_Forest,min_samples_split: 6n_estimators: 10criterion: ginibootstrap: True,0.5440161802672165,0.8974807326463067
0.9921391721587782,0.9921855568620976,0.5760272108843537,0.5489418648086855,Random_Forest,min_samples_split: 6n_estimators: 10criterion: ginibootstrap: False,0.5621584773405511,0.9921623639683037
0.9055718939686499,0.9070225393842432,0.566530612244898,0.5328805441476996,Random_Forest,min_samples_split: 6n_estimators: 11criterion: entropybootstrap: True,0.5491906083979836,0.9062966361902431
0.9939829373213206,0.9940239900100594,0.5583945578231293,0.5289732653259831,Random_Forest,min_samples_split: 6n_estimators: 11criterion: entropybootstrap: False,0.5432858804604408,0.9940034632418173
0.9025633626293104,0.9040413369934074,0.5652244897959183,0.5194868154529227,Random_Forest,min_samples_split: 6n_estimators: 11criterion: ginibootstrap: True,0.5413913707716441,0.9033017452496024
0.9922363538886132,0.9922831765335876,0.58,0.544466947619404,Random_Forest,min_samples_split: 6n_estimators: 11criterion: ginibootstrap: False,0.5616720532120778,0.9922597646587349
0.9082888801184852,0.9095003473537696,0.5841904761904763,0.5434664563720023,Random_Forest,min_samples_split: 6n_estimators: 12criterion: entropybootstrap: True,0.5630931159533665,0.9088942100444233
0.9943715227825378,0.9944089486206265,0.5720272108843538,0.5462083001698849,Random_Forest,min_samples_split: 6n_estimators: 12criterion: entropybootstrap: False,0.5588196894471692,0.9943902353494334
0.909451665881574,0.91036570232979,0.5761360544217686,0.5505244416078658,Random_Forest,min_samples_split: 6n_estimators: 12criterion: ginibootstrap: True,0.563039142258806,0.9099084545599475
0.9939825129469548,0.9940198753530282,0.5515918367346938,0.5234484508803471,Random_Forest,min_samples_split: 6n_estimators: 12criterion: ginibootstrap: False,0.5371517621866307,0.994001193798898
0.9069303163145066,0.9083079216943459,0.5692789115646258,0.5207030896684038,Random_Forest,min_samples_split: 6n_estimators: 13criterion: entropybootstrap: True,0.5439085926179312,0.9076185962640656
0.9937891396941392,0.9938363651756528,0.5542312925170069,0.5264700787204076,Random_Forest,min_samples_split: 6n_estimators: 13criterion: entropybootstrap: False,0.5399941185725406,0.9938127518738632
0.9110041687708564,0.9122913076152928,0.5937414965986394,0.5511297094103097,Random_Forest,min_samples_split: 6n_estimators: 13criterion: ginibootstrap: True,0.5716426035832936,0.9116472838710994
0.993885897049608,0.9939381197155258,0.5882721088435374,0.5644382869943876,Random_Forest,min_samples_split: 6n_estimators: 13criterion: ginibootstrap: False,0.5761087999225586,0.9939120076965889
0.9139173573359476,0.9157428421943752,0.554312925170068,0.5185980776919774,Random_Forest,min_samples_split: 6n_estimators: 14criterion: entropybootstrap: True,0.5358610670711453,0.9148291891056387
0.9952444608535864,0.9952721154007306,0.5664489795918368,0.5366487406549746,Random_Forest,min_samples_split: 6n_estimators: 14criterion: entropybootstrap: False,0.5511463326662301,0.995258287935054
0.9128490655983748,0.914231020120527,0.5773877551020409,0.535458823239683,Random_Forest,min_samples_split: 6n_estimators: 14criterion: ginibootstrap: True,0.5556334070068092,0.9135395202227269
0.995536006043091,0.9955671524400896,0.5665034013605442,0.5413191753450667,Random_Forest,min_samples_split: 6n_estimators: 14criterion: ginibootstrap: False,0.5536250307636684,0.9955515789979822
0.8724764931965717,0.8742035274695407,0.5760272108843537,0.5407536552733628,Random_Forest,min_samples_split: 7n_estimators: 10criterion: entropybootstrap: True,0.5578333749472472,0.8733391565283111
0.9802991273448451,0.9804988966655459,0.5623945578231292,0.5289131173298826,Random_Forest,min_samples_split: 7n_estimators: 10criterion: entropybootstrap: False,0.5451402304228928,0.9803990018287824
0.8777176580759148,0.8798422321933356,0.5679183673469388,0.5215828963046677,Random_Forest,min_samples_split: 7n_estimators: 10criterion: ginibootstrap: True,0.5437653296750221,0.8787786610204379
0.9810758738929134,0.9812446726984788,0.566530612244898,0.5426963448594593,Random_Forest,min_samples_split: 7n_estimators: 10criterion: ginibootstrap: False,0.5543574117940809,0.9811602660356599
0.8792700195070751,0.8817118167087888,0.5502585034013606,0.5131987890147274,Random_Forest,min_samples_split: 7n_estimators: 11criterion: entropybootstrap: True,0.5310829115649073,0.8804892251962132
0.9834049818721416,0.9835092301423672,0.5475374149659864,0.5112208157206529,Random_Forest,min_samples_split: 7n_estimators: 11criterion: entropybootstrap: False,0.528756265223944,0.9834571032446272
0.8809184310030936,0.8831724053349955,0.5801088435374151,0.5425654501231869,Random_Forest,min_samples_split: 7n_estimators: 11criterion: ginibootstrap: True,0.5607094018124384,0.8820439782204365
0.9842782028594343,0.9843748621526691,0.5678639455782314,0.5421644137552902,Random_Forest,min_samples_split: 7n_estimators: 11criterion: ginibootstrap: False,0.5547166800892208,0.9843265301331047
0.8826675606819979,0.88460839164123,0.5514829931972789,0.5029861898445603,Random_Forest,min_samples_split: 7n_estimators: 12criterion: entropybootstrap: True,0.5261193669258075,0.8836369104466621
0.9848605859478332,0.9849921612854718,0.5665034013605442,0.5362835824379367,Random_Forest,min_samples_split: 7n_estimators: 12criterion: entropybootstrap: False,0.5509794330333253,0.9849263692223978
0.8900424798740457,0.8921032161422507,0.5760816326530611,0.5308629581298678,Random_Forest,min_samples_split: 7n_estimators: 12criterion: ginibootstrap: True,0.5525487042096383,0.8910716565696546
0.9862191497518116,0.98631500999498,0.5692789115646257,0.5370307979420009,Random_Forest,min_samples_split: 7n_estimators: 12criterion: ginibootstrap: False,0.5526848503669821,0.9862670775441114
0.8799497257834304,0.8827173518684558,0.5773333333333334,0.5375653776874114,Random_Forest,min_samples_split: 7n_estimators: 13criterion: entropybootstrap: True,0.5567401026066678,0.8813313660520133
0.9843755260473912,0.9844977448909208,0.5706394557823129,0.5396895134691483,Random_Forest,min_samples_split: 7n_estimators: 13criterion: entropybootstrap: False,0.5547331264626476,0.9844366316757565
0.8858694652741528,0.888181432135985,0.5691972789115647,0.5205146549828258,Random_Forest,min_samples_split: 7n_estimators: 13criterion: ginibootstrap: True,0.5437685245695949,0.8870239422119975
0.987286026908164,0.9873636808091452,0.561034013605442,0.5330000571374662,Random_Forest,min_samples_split: 7n_estimators: 13criterion: ginibootstrap: False,0.5466578588447512,0.987324852331769
0.8906244385880782,0.8929426061422381,0.554312925170068,0.5022909135705622,Random_Forest,min_samples_split: 7n_estimators: 14criterion: entropybootstrap: True,0.5270212645062912,0.8917820158614287
0.9864130888371154,0.986515909702486,0.5705306122448979,0.5387551435128493,Random_Forest,min_samples_split: 7n_estimators: 14criterion: entropybootstrap: False,0.5541877740393532,0.9864644965905025
0.8923722951438843,0.8945747565607222,0.5665578231292516,0.5203509335246899,Random_Forest,min_samples_split: 7n_estimators: 14criterion: ginibootstrap: True,0.5424721999086548,0.8934721685551499
0.9854422617456216,0.9855786080535366,0.5815238095238094,0.5497323936637767,Random_Forest,min_samples_split: 7n_estimators: 14criterion: ginibootstrap: False,0.5651813884091327,0.9855104301836686
0.8546208002851797,0.8574055273088886,0.5922448979591838,0.5503529505280403,Random_Forest,min_samples_split: 8n_estimators: 10criterion: entropybootstrap: True,0.5705309658311675,0.856010899023277
0.9686525972418496,0.9690830964959366,0.5651972789115647,0.533658058737129,Random_Forest,min_samples_split: 8n_estimators: 10criterion: entropybootstrap: False,0.548975051279921,0.9688677990477149
0.8566569484936832,0.8578085996886651,0.5637823129251701,0.5188456240356818,Random_Forest,min_samples_split: 8n_estimators: 10criterion: ginibootstrap: True,0.5403813738468443,0.8572323872941118
0.9680712043603052,0.968373034935087,0.5637551020408164,0.5404825836998184,Random_Forest,min_samples_split: 8n_estimators: 10criterion: ginibootstrap: False,0.5518736012357824,0.9682220961247632
0.8538443366533556,0.8561187579671893,0.5882993197278911,0.5532174791869903,Random_Forest,min_samples_split: 8n_estimators: 11criterion: entropybootstrap: True,0.5702193204281583,0.8549800347067755
